filtre;APP_Libelle_activite_etablissement;APP_Libelle_etablissement;ods_adresse;Code_postal;Libelle_commune;Synthese_eval_sanit;geores;SIRET;Date_inspection;Numero_inspection;Agrement;ods_type_activite
Restaurant;Restaurant;L'INSTANTANE;2 RUE ABBE GIRARD;63000;Clermont-Ferrand;Très satisfaisant;45.777404, 3.086986;81251201000016;2018-09-10T02:00:00+02:00;18-067842-1;;Autres
Restaurant;Restaurant;CAFE DE LA PLAGE;3 BIS CALE NEPTUNE;14117;Arromanches-les-Bains;Très satisfaisant;49.340152, -0.623963;45320638500040;2019-03-14T01:00:00+01:00;19-026239-1;;Autres
Restaurant;Restaurant;LE CACTUS;13 BD LASCROSSES;31000;Toulouse;Satisfaisant;43.610254, 1.436297;79220249100017;2019-07-09T02:00:00+02:00;19-062340-1;;Autres
Restaurant;Restaurant;LE VESUVIO 2B;CENTRE COMMERCIAL SANTA DEVOTA;20290;Borgo;Très satisfaisant;42.552209, 9.447108;43036575900017;2019-05-24T02:00:00+02:00;19-052186-1;;Autres
Restaurant;Restaurant;SU MISURA;22 AVENUE RAPP;75007;Paris 7e  Arrondissement;Satisfaisant;48.859154, 2.300378;80878473000018;2019-05-16T02:00:00+02:00;19-046624-1;;Autres
Restaurant;Restaurant;SAVEURS BIO;22 RUE MAURICE FONVIEILLE;31000;Toulouse;Satisfaisant;43.603798, 1.449349;41520502000019;2019-06-05T02:00:00+02:00;19-050221-1;;Autres
Restaurant;Restaurant;SARL CHEZ MAMI;1570 ANCIENNE GARE ROUTE D'AUBIGNAN;84870;Loriol-du-Comtat;Très satisfaisant;44.082716, 5.006765;83511503100022;2019-03-27T01:00:00+01:00;19-030153-1;;Autres
Restaurant;Restaurant;LE P'TIT LECOURBE;LE P'TIT LECOURBE;75015;Paris 15e  Arrondissement;Satisfaisant;48.840934, 2.297389;79343687400010;2018-10-05T02:00:00+02:00;18-078070-1;;Autres
Restaurant;Restaurant;LE RELAIS DIDEROT;64 BOULEVARD DIDEROT;75012;Paris;Satisfaisant;48.846508, 2.380795;52990493000011;2019-03-19T01:00:00+01:00;19-027641-1;;Autres
Restaurant;Restaurant;JC2G;PLAN DE CAMPAGNE;13170;Les Pennes-Mirabeau;Très satisfaisant;43.413255, 5.357576;82169232400014;2019-06-03T02:00:00+02:00;19-052019-1;;Autres
Restaurant;Restaurant;TABLAPIZZA;TABLAPIZZA;30000;Nîmes;Satisfaisant;43.836447, 4.358905;33496310500211;2019-02-19T01:00:00+01:00;19-009786-1;;Autres
Restaurant;Restaurant;HOSTELLERIE BOURGUIGNONNE ('SARL);2,  avenue du Président Charles Borgeot;71350;Verdun-sur-le-Doubs;A améliorer;46.890812, 5.026141;40754505200018;2019-07-17T02:00:00+02:00;19-065584-1;;Autres
Restaurant;Restaurant;BAR- RESTAURANT GYOZA BAR;56 PASSAGE DES PANORAMAS;75002;Paris 2e  Arrondissement;Satisfaisant;48.871185, 2.341694;53038728100013;2019-03-15T01:00:00+01:00;19-026989-1;;Autres
Restaurant;Restaurant;GERVAIS BRIGITTE;302 ROUTE GEORGES GANDIL;82800;Bruniquel;A améliorer;44.053715, 1.662546;81760887000017;2019-07-10T02:00:00+02:00;19-011550-1;;Autres
Restaurant;Restaurant;PLAISIR ET TRADITION;RUE RAMBUTEAU;75004;Paris;Très satisfaisant;48.860879, 2.35424;83825352400014;2018-12-18T01:00:00+01:00;18-092662-1;;Autres
Restaurant;Restaurant;MOJO;47 AV DE ST MANDE;75012;Paris 12e  Arrondissement;Satisfaisant;48.845096, 2.403049;84092384100026;2019-04-03T02:00:00+02:00;19-032446-1;;Autres
Restaurant;Restaurant;SARL LE FONTENOY;34 RUE PRINCIPALE;89520;Fontenoy;Satisfaisant;47.648766, 3.307565;83022442400010;2019-06-07T02:00:00+02:00;19-020319-1;;Autres
Restaurant;Restaurant;RESTAURANT CHEZ PAPA;153 RUE MONTMARTRE;75002;Paris 2e  Arrondissement;Satisfaisant;48.870573, 2.342578;52065549900017;2019-07-19T02:00:00+02:00;19-067458-1;;Autres
Restaurant;Restaurant;HOTEL GRILL CAMPANILE;HOTEL GRILL CAMPANILE;76130;Mont-Saint-Aignan;Très satisfaisant;49.476822, 1.093686;33887489400037;2018-12-03T01:00:00+01:00;18-089244-1;;Autres
Restaurant;Restaurant;LE BOUQUET GARNI;16 R DE LA VAIGE;53170;La Cropte;Très satisfaisant;47.958268, -0.49262;82466348800016;2019-01-15T01:00:00+01:00;19-002001-1;;Autres
Restaurant;Restaurant;SUBMAUB - SUBWAY;AV DE LA GARE;59600;Maubeuge;Très satisfaisant;50.273281, 3.970445;50272293700013;2019-07-03T02:00:00+02:00;19-060611-1;;Autres
Restaurant;Restaurant;BRACH;1-7 RUE JEAN RICHEPIN;75016;Paris 16e  Arrondissement;Très satisfaisant;48.861626, 2.274494;80340668500039;2019-06-24T02:00:00+02:00;19-056723-1;;Autres
Restaurant;Restaurant;LE HANGAR;12, IMPASSE BERTHAUD;75003;Paris 3e  Arrondissement;Satisfaisant;48.861267, 2.354106;31942734000017;2018-09-11T02:00:00+02:00;18-075870-1;;Autres
Restaurant;Restaurant;CAFE DU METRO;13 RUE DU VIEUX COLOMBIER;75006;Paris 6e  Arrondissement;Très satisfaisant;48.851453, 2.331308;41381485600014;2019-07-22T02:00:00+02:00;19-066999-1;;Autres
Restaurant;Restaurant;LA SCALA;43 RUE GEORGES CLEMENCEAU;27150;Étrépagny;A améliorer;49.305729, 1.611689;79382378200016;2018-12-12T01:00:00+01:00;18-091911-1;;Autres
Restaurant;Restaurant;L'ECOLE BUISSONNIERE;8 RUE PIERRE DUPONT;75010;Paris 10e  Arrondissement;Très satisfaisant;48.879061, 2.364831;83515322200012;2018-10-29T01:00:00+01:00;18-081538-1;;Autres
Restaurant;Restaurant;CAFE PARISIEN 10 EME;127 RUE DU FAUBOURG SAINT DENIS;75010;Paris 10e  Arrondissement;Satisfaisant;48.876936, 2.356135;80009077100018;2018-09-18T02:00:00+02:00;18-070883-1;;Autres
Restaurant;Restaurant;LA COMMANDERIE;39 AVENUE DE LA MOTTE PICQUET;75007;Paris 7e  Arrondissement;Satisfaisant;48.85465, 2.306447;84358593600019;2019-02-07T01:00:00+01:00;19-014142-1;;Autres
Restaurant;Restaurant;SORELLA;13 AVENUE BUGEAUD;75116;Paris 16e  Arrondissement;Satisfaisant;48.867895, 2.298877;83125392700014;2018-12-12T01:00:00+01:00;18-090863-1;;Autres
Restaurant;Restaurant;PIZZA PINO;4 PLACE DE LA REPUBLIQUE;75011;Paris 11e  Arrondissement;Satisfaisant;48.866421, 2.365231;56206937700165;2019-02-14T01:00:00+01:00;19-013446-1;;Autres
Restaurant;Restaurant;GROS;4 COUR DES PETITES ECURIES;75010;Paris 10e  Arrondissement;Satisfaisant;48.872432, 2.353633;83242522700010;2018-10-01T02:00:00+02:00;18-074185-1;;Autres
Restaurant;Restaurant;O' TACOS;5 AVENUE DU GENERAL DE GAULLE;94500;Champigny-sur-Marne;Satisfaisant;48.820299, 2.484719;81975525700014;2018-09-27T02:00:00+02:00;18-073301-1;;Autres
Restaurant;Restaurant;COSMOPOLITAN13;325 PROMGEN CHARLES DE GAULLE;83140;Six-Fours-les-Plages;Satisfaisant;43.110809, 5.812356;78914989500029;2019-06-03T02:00:00+02:00;19-049599-1;;Autres
Restaurant;Restaurant;L'ENTRECOTE;20 rue Racine;30133;Les Angles;Très satisfaisant;43.956425, 4.763612;40772261000018;2019-03-22T01:00:00+01:00;19-029120-1;;Autres
Restaurant;Restaurant;CO BA SAIGON;48 BOULEVARD DU TEMPLE;75011;Paris 11e  Arrondissement;Satisfaisant;48.865956, 2.365562;83835606100013;2018-11-15T01:00:00+01:00;18-084817-1;;Autres
Restaurant;Restaurant;LE MARCQ;944 AV DE LA REPUBLIQUE;59700;Marcq-en-Baroeul;A améliorer;50.662335, 3.097475;80999943600011;2019-07-03T02:00:00+02:00;19-060453-1;;Autres
Restaurant;Restaurant;SOCIETE NOUVELLE DES ETABLISSEMENTS BAGHEERA;LD GIUSTINIANA;20230;Linguizzetta;Très satisfaisant;42.221475, 9.538177;78847833700017;2019-06-13T02:00:00+02:00;19-054778-1;;Autres
Restaurant;Restaurant;PALAS KEBAB;23 rue Louis Peuret;28250;Senonches;Satisfaisant;48.560105, 1.036041;43260025200055;2018-09-25T02:00:00+02:00;18-072708-1;;Autres
Restaurant;Restaurant;BRASSERIE PIENARD;PLACE DE LA REPUBLIQUE;66570;Saint-Nazaire;Satisfaisant;42.668515, 2.989921;82966683300019;2019-01-09T01:00:00+01:00;19-001398-1;;Autres
Restaurant;Restaurant;SARL MYRIAM - LE PARVIS;27, PLACE SAINTE-CECILE;81000;Albi;Satisfaisant;43.928064, 2.143008;43357731900018;2019-08-19T02:00:00+02:00;19-073083-1;;Autres
Restaurant;Restaurant;ROYAL TOKYO;1 RUE DES BERTHAUDS;93110;Rosny-sous-Bois;Très satisfaisant;48.874527, 2.484061;51408536400016;2018-09-11T02:00:00+02:00;18-068649-1;;Autres
Restaurant;Restaurant;IBIS STYLES PARIS MONTMARTRE NORD;77 RUE DU RUISSEAU;75018;Paris 18e  Arrondissement;Satisfaisant;48.895253, 2.340919;56201301100019;2019-01-09T01:00:00+01:00;19-001346-1;;Autres
Restaurant;Restaurant;TABLAPIZZA;152 ROUTE DE PONTOISE;95100;Argenteuil;Satisfaisant;48.949204, 2.206043;33496310500062;2019-06-25T02:00:00+02:00;19-057102-1;;Autres
Restaurant;Restaurant;LE CRISTAL;96 BOULEVARD DE PORT ROYAL;75005;Paris 5e  Arrondissement;Très satisfaisant;48.839555, 2.337836;79767224300012;2019-02-28T01:00:00+01:00;19-020930-1;;Autres
Restaurant;Restaurant;LES TETES BRULEES;3 AVENUE NELSON MANDELA;54510;Tomblaine;Très satisfaisant;48.691965, 6.225064;50313191400049;2018-10-10T02:00:00+02:00;18-076636-1;;Autres
Restaurant;Restaurant;HYGGE;25 PL DES CARMES;84000;Avignon;Très satisfaisant;43.950926, 4.812698;82483614200011;2019-02-19T01:00:00+01:00;19-016137-1;;Autres
Restaurant;Restaurant;YUM YUM;AV DE BAIXAS;66240;Saint-Estève;Satisfaisant;42.716864, 2.841401;82283063400025;2019-07-03T02:00:00+02:00;19-018907-1;;Autres
Restaurant;Restaurant;KESSARI;4, RUE DE MILAN;75009;Paris 9e  Arrondissement;Très satisfaisant;48.878995, 2.329446;44978311700012;2019-06-24T02:00:00+02:00;19-057699-1;;Autres
Restaurant;Restaurant;LE DAUPHIN;40 AV SECRETAN;75019;Paris 19e  Arrondissement;Satisfaisant;48.881256, 2.372926;43317811800025;2019-01-21T01:00:00+01:00;19-003251-1;;Autres
Restaurant;Restaurant;STRATTO;AVENUE DU GRAND COTTIGNIES;59290;Wasquehal;Très satisfaisant;50.680725, 3.132381;54000978400021;2018-10-04T02:00:00+02:00;18-076897-1;;Autres
Restaurant;Restaurant;JENANE BERKANE;131 RUE HENRI BARBUSSE;95100;Argenteuil;Satisfaisant;48.935445, 2.237157;81907239800012;2018-12-07T01:00:00+01:00;18-090020-1;;Autres
Restaurant;Restaurant;BODRUM;48 RUE JEAN JAURES;42700;Firminy;Satisfaisant;45.389881, 4.288101;84194210500013;2018-11-22T01:00:00+01:00;18-086774-1;;Autres
Restaurant;Restaurant;LES BARJOTS;247 RUE DU FAUBOURG ST ANTOINE;75011;Paris 11e  Arrondissement;Très satisfaisant;48.850055, 2.385715;44450036700032;2018-10-24T02:00:00+02:00;18-080103-1;;Autres
Restaurant;Restaurant;YAMAKAWA;34 RUE SAINT ANNE;75001;Paris 1er Arrondissement;Satisfaisant;48.866678, 2.335799;52326301000010;2019-05-14T02:00:00+02:00;19-044318-1;;Autres
Restaurant;Restaurant;MA'LUCIA;54 RUE BASFROI;75011;Paris 11e  Arrondissement;Très satisfaisant;48.856623, 2.378081;78917362200034;2018-10-11T02:00:00+02:00;18-077005-1;;Autres
Restaurant;Restaurant;RAPID NAAN;52 RUE DU FAUBOURG DU TEMPLE;75011;Paris 11e  Arrondissement;Satisfaisant;48.869633, 2.370281;82783230400022;2019-01-18T01:00:00+01:00;18-095143-1;;Autres
Restaurant;Restaurant;CAFE SIX;19 RUE DES CANETTES;75006;Paris 6e  Arrondissement;Satisfaisant;48.851896, 2.333758;80515283200046;2019-07-01T02:00:00+02:00;19-059708-1;;Autres
Restaurant;Restaurant;BASILIK;BASILIK;59510;Hem;Satisfaisant;50.662623, 3.198038;52007253900015;2018-10-10T02:00:00+02:00;18-076816-1;;Autres
Restaurant;Restaurant;LE PONT GOURMAND;271 GRAND RUE;59138;Pont-sur-Sambre;Satisfaisant;50.223441, 3.843161;83077073100016;2019-07-16T02:00:00+02:00;19-049027-1;;Autres
Restaurant;Restaurant;LA GRANGE DE L ABBAYE;10 RUE DE BEZUET;02400;Brasles;A améliorer;49.072251, 3.423571;49111376700017;2019-07-10T02:00:00+02:00;19-062793-1;;Autres
Restaurant;Restaurant;L'AMBRE MARINE;L'AMBRE MARINE;34140;Mèze;A améliorer;;80055857900010;2019-05-17T02:00:00+02:00;19-018053-1;;Autres
Restaurant;Restaurant;LE DESCARTES;1 RUE THOUIN;75005;Paris 5e  Arrondissement;Très satisfaisant;48.845047, 2.349583;79148488400014;2018-12-18T01:00:00+01:00;18-093093-1;;Autres
Restaurant;Restaurant;LE MAT'XANDRA;64 rue LAFAYETTE;22000;Saint-Brieuc;Très satisfaisant;48.510115, -2.746272;47886297200039;2018-09-19T02:00:00+02:00;18-071166-1;;Autres
Restaurant;Restaurant;AUBERGE DU RAZAY;LIEU DIT LE RAZAY;69860;Saint-Mamert;Satisfaisant;46.242088, 4.582479;81837164300011;2018-09-05T02:00:00+02:00;18-025620-1;;Autres
Restaurant;Restaurant;DEALER DE COOK;3 RUE SAINT PIERRE DE VAISE;69009;Lyon 9e  Arrondissement;Très satisfaisant;45.773383, 4.808364;83240626800017;2019-06-26T02:00:00+02:00;19-058944-1;;Autres
Restaurant;Restaurant;Restaurant LE PLANOL;1 AVENUE DES CAUSSES;12450;Flavin;Très satisfaisant;44.29091, 2.603335;83125211900019;2018-11-28T01:00:00+01:00;18-087868-1;;Autres
Restaurant;Restaurant;SO FOOD;48 RUE DE FENOUILLET;31140;Saint-Alban;Satisfaisant;43.68793, 1.406444;84786774400017;2019-06-25T02:00:00+02:00;19-057387-1;;Autres
Restaurant;Restaurant;DUHAMEL RENALD;66-70 ROUTE DE BETHUNE;62750;Loos-en-Gohelle;Satisfaisant;50.446573, 2.796621;38864905500042;2018-10-02T02:00:00+02:00;18-077652-1;;Autres
Restaurant;Restaurant;ORANGE GOLF CLUB;2247 RTE DE CAMARET;84100;Orange;A améliorer;44.147454, 4.841377;84808682300012;2019-02-19T01:00:00+01:00;19-017538-1;;Autres
Restaurant;Restaurant;2ACM AUBERGE DU RELAIS;2 RUE DE L EGLISE;76119;Varengeville-sur-Mer;Très satisfaisant;49.907047, 0.988493;81950255000018;2019-02-13T01:00:00+01:00;19-012394-1;;Autres
Restaurant;Restaurant;LE GLAMOUR BEACH;1 BOULEVARD DES MATELOTS;34300;Agde;A améliorer;43.294841, 3.526846;81480194000028;2019-05-22T02:00:00+02:00;19-018252-1;;Autres
Restaurant;Restaurant;LE 10 COUR;10 RUE DANTON;69003;Lyon 3e  Arrondissement;Très satisfaisant;45.755876, 4.857327;82151861000026;2018-10-03T02:00:00+02:00;18-025697-1;;Autres
Restaurant;Restaurant;L'ETOILE EUROPEENNE;178 RUE DE BAGNOLET;75020;Paris 20e  Arrondissement;A améliorer;48.864091, 2.408225;81856402300013;2019-06-13T02:00:00+02:00;19-054162-1;;Autres
Restaurant;Restaurant;AU CONVIVIAL;46 RUE GALILEE;75116;Paris 16e  Arrondissement;Satisfaisant;48.870404, 2.289517;82269009500010;2018-10-22T02:00:00+02:00;18-079458-1;;Autres
Restaurant;Restaurant;LE SQUARE TROUSSEAU;1, RUE ANTOINE VOLLON;75012;Paris 12e  Arrondissement;Très satisfaisant;48.850255, 2.376549;34182185800014;2018-10-31T01:00:00+01:00;18-084623-1;;Autres
Restaurant;Restaurant;ROI DE LA FRITE;31 COURS DE LA REPUBLIQUE;76600;Le Havre;Très satisfaisant;49.493694, 0.124668;82395911900012;2018-12-11T01:00:00+01:00;18-091034-1;;Autres
Restaurant;Restaurant;LE BISTROT BRASSERIE DU GOLF;LA FERME DE SAINT VIALET;19190;Aubazines;Satisfaisant;45.186798, 1.719762;79474636200027;2019-08-13T02:00:00+02:00;19-073943-1;;Autres
Restaurant;Restaurant;ELITE;4 BOULEVARD BRUNE;75014;Paris 14e  Arrondissement;Très satisfaisant;48.827653, 2.304608;51171875100015;2018-11-21T01:00:00+01:00;18-088558-1;;Autres
Restaurant;Restaurant;ESPACE TRADITION CREOLE;63 RUE DE L YSER;27000;Évreux;Très satisfaisant;49.04278, 1.137379;80134683400014;2019-04-29T02:00:00+02:00;19-043142-1;;Autres
Restaurant;Restaurant;TURKELI DONNER KEBAB SARL;TURKELI DONER-KEBAB;25200;Montbéliard;Satisfaisant;47.50863, 6.797083;44262513300016;2018-09-18T02:00:00+02:00;18-072445-1;;Autres
Restaurant;Restaurant;CHEZ CAMILLE ET MARGAUX;44, rue Charles Cartel;22400;Lamballe;Très satisfaisant;48.46756, -2.517173;44811644200014;2018-12-06T01:00:00+01:00;18-089538-1;;Autres
Restaurant;Restaurant;JACK'S BURGER;7 AV MARTYRS DE LA RESISTANCE;34500;Béziers;Très satisfaisant;43.341884, 3.232664;82780733000010;2018-10-18T02:00:00+02:00;18-006934-1;;Autres
Restaurant;Restaurant;LE TONNELIER DE BRETEUIL;4 RUE D'ESTREES;75007;Paris 7e  Arrondissement;Satisfaisant;48.851792, 2.313586;32710811400031;2019-04-15T02:00:00+02:00;19-037647-1;;Autres
Restaurant;Restaurant;RISTORANTE PULCINELLA;17 Rue Damremont;75018;Paris;Satisfaisant;48.888411, 2.332897;42033793300022;2019-04-16T02:00:00+02:00;18-097144-1;;Autres
Restaurant;Restaurant;CELEBI CELAL;19 RUE DE LORRAINE;54300;Lunéville;Satisfaisant;48.593432, 6.49246;83476441700012;2019-01-16T01:00:00+01:00;19-002357-1;;Autres
Restaurant;Restaurant;LE KIOSQUE A PIZZAS;8 AVENUE DE L OCEAN;40500;Saint-Sever;Très satisfaisant;43.771514, -0.571877;82803619400029;2019-03-27T01:00:00+01:00;19-010052-1;;Autres
Restaurant;Restaurant;IZMIR;27 RUE DU GENERAL TRIPIER;62140;Hesdin;Très satisfaisant;50.374786, 2.038802;81421107400012;2019-03-19T01:00:00+01:00;19-030586-1;;Autres
Restaurant;Restaurant;BOUCHERIE IBARLOSA Eric (SARL);FOIRE AU JAMBON;64100;Bayonne;A améliorer;;39322524800011;2019-04-18T02:00:00+02:00;19-019689-1;;Autres
Restaurant;Restaurant;CHEGUER;2 PASSAGE DU JEU DE BOULES;75011;Paris 11e  Arrondissement;Satisfaisant;48.865426, 2.366505;83028129100013;2019-06-24T02:00:00+02:00;19-057351-1;;Autres
Restaurant;Restaurant;SOL E LUNA;VILLAGE;20225;Feliceto;Très satisfaisant;42.555776, 8.936626;83747374300024;2018-08-31T02:00:00+02:00;18-067588-1;;Autres
Restaurant;Restaurant;BREAD STORMING;27 QUAI DE BACALAN;33300;Bordeaux;Très satisfaisant;44.857833, -0.559413;83202334500016;2018-11-27T01:00:00+01:00;18-087718-1;;Autres
Restaurant;Restaurant;LE BISTROT DU COING;2040 LE FANGAS;84400;Saignon;Très satisfaisant;43.880737, 5.442437;84480880800019;2019-04-04T02:00:00+02:00;19-035642-1;;Autres
Restaurant;Restaurant;GILLARDEAU LA BOUTIQUE;ROUTE DU VIADUC;17560;Bourcefranc-le-Chapus;Satisfaisant;45.857657, -1.146136;83308528500017;2019-07-05T02:00:00+02:00;19-061628-1;;Autres
Restaurant;Restaurant;BARISTA & BAKER;50 RUE DU FBG POISSONNIERE;75010;Paris 10e  Arrondissement;Satisfaisant;48.874449, 2.348081;52088672200021;2019-07-04T02:00:00+02:00;19-061368-1;;Autres
Restaurant;Restaurant;BAR LA TREVE;7 RUE DU PETIT SAINT ANDRE;85260;Montréverd;Très satisfaisant;46.934645, -1.412002;83183175500010;2018-11-13T01:00:00+01:00;18-084274-1;;Autres
Restaurant;Restaurant;SUN LAKE'S VALLEY;25 BD BARBES;11000;Carcassonne;Satisfaisant;43.213385, 2.352692;79355875000022;2019-05-15T02:00:00+02:00;19-045475-1;;Autres
Restaurant;Restaurant;2 MINUTES D'ARRET;16 AVENUE DAVID D ANGERS;49400;Saumur;Très satisfaisant;47.269141, -0.071183;83136450000015;2018-11-08T01:00:00+01:00;18-083588-1;;Autres
Restaurant;Restaurant;LA MURAILLE;125 RUE GABRIEL PERI;93200;Saint-Denis;Satisfaisant;48.938234, 2.356207;83400494700018;2019-03-06T01:00:00+01:00;19-026199-1;;Autres
Restaurant;Restaurant;SANS ENSEIGNE USUELLE;18 RUE MILLIE DJAMPHO;97370;Maripasoula;Satisfaisant;3.647124, -54.028;84324775000014;2018-12-19T01:00:00+01:00;18-096096-1;;Autres
Restaurant;Restaurant;LEK PAD THAI;1 Rue Henri Barbusse;17000;La Rochelle;A améliorer;46.154894, -1.137252;50028100100015;2018-09-04T02:00:00+02:00;18-021513-1;;Autres
Restaurant;Restaurant;CHEF ELIAS;54 RUE DE LA CONVENTION;75015;Paris 15e  Arrondissement;Très satisfaisant;48.843632, 2.282075;79036740300025;2019-02-06T01:00:00+01:00;19-009262-1;;Autres
Restaurant;Restaurant;MANDEEQ;86 RUE PHILIPPE DE GIRARD;75018;Paris 18e  Arrondissement;Satisfaisant;48.889007, 2.360612;82911212700016;2019-07-30T02:00:00+02:00;19-069846-1;;Autres
Restaurant;Restaurant;LES S' SNACKS;;97290;Le Marin;Satisfaisant;14.48208, -60.851271;83980331900012;2018-10-10T02:00:00+02:00;18-074611-1;;Autres
Restaurant;Restaurant;LA TERRASSE DE LA DAME DE CANTON;5 PORT DE LA GARE;75013;Paris 13e  Arrondissement;Satisfaisant;48.837345, 2.344148;42399146200023;2019-07-30T02:00:00+02:00;19-069677-1;;Autres
Restaurant;Restaurant;LENVOL (SARL);5 rue st vincent;06300;Nice;Satisfaisant;43.697097, 7.274973;79959649900019;2019-02-28T01:00:00+01:00;19-021348-1;;Autres
Restaurant;Restaurant;VM THAI;3 RUE AUX OURS;75003;Paris 3e  Arrondissement;Satisfaisant;48.863046, 2.352241;83354113900014;2018-09-28T02:00:00+02:00;18-080020-1;;Autres
Restaurant;Restaurant;LE CONVIVE;6 PL DE L ECOLE;84490;Saint-Saturnin-lès-Apt;Très satisfaisant;43.968462, 5.379663;84372787600016;2019-03-14T01:00:00+01:00;19-029714-1;;Autres
Restaurant;Restaurant;SANS ENSEIGNE USUELLE;4 RUE DE FONTENAY;94300;Vincennes;Satisfaisant;48.847937, 2.445546;81397766700019;2019-04-17T02:00:00+02:00;19-037352-1;;Autres
Restaurant;Restaurant;SAS LE PIGNOT;8 AVENUE DE L ACTIPOLE;33470;Gujan-Mestras;Satisfaisant;44.60895, -1.071881;80476233400014;2018-12-05T01:00:00+01:00;18-090060-1;;Autres
Restaurant;Restaurant;LE BURGER JOINT;22 RUE RAMBUTEAU;75003;Paris 3e  Arrondissement;Satisfaisant;48.860948, 2.354478;81187803200010;2019-01-24T01:00:00+01:00;19-004792-1;;Autres
Restaurant;Restaurant;LE PRE BAS - BRASSERIE LE 50;LE PRE BAS - BRASSERIE LE 50;63790;Chambon-sur-Lac;Satisfaisant;45.577589, 2.925057;37790083200017;2019-07-09T02:00:00+02:00;19-062833-1;;Autres
Restaurant;Restaurant;LE SQUARIUM;25 RUE PIERRE BROSSOLETTE;76500;Elbeuf;Satisfaisant;49.288704, 1.007287;82504891100010;2019-01-22T01:00:00+01:00;19-003887-1;;Autres
Restaurant;Restaurant;LE NACIONAL;LE NACIONAL;06600;Antibes;A améliorer;43.579541, 7.122027;75399935800017;2019-04-09T02:00:00+02:00;19-034720-1;;Autres
Restaurant;Restaurant;DOMICILE;;97114;Trois-Rivières;A améliorer;15.992706, -61.644984;A50032027001;2019-05-02T02:00:00+02:00;19-048631-1;;Autres
Restaurant;Restaurant;PLACE DES DIVAS;6 RUE SAINT VINCENT DE PAUL;75010;Paris 10e  Arrondissement;Satisfaisant;48.879751, 2.352235;82780903900015;2019-06-27T02:00:00+02:00;19-058244-1;;Autres
Restaurant;Restaurant;LES FOUDRES;4 PL MARTIN NADAUD;75020;Paris 20e  Arrondissement;Satisfaisant;48.865145, 2.394757;50338166700016;2019-07-16T02:00:00+02:00;19-075022-1;;Autres
Restaurant;Restaurant;RESTAURANT DINO;8 CHAUSSEE DE LA MUETTE;75016;Paris 16e  Arrondissement;Très satisfaisant;48.858312, 2.273574;43479610800026;2019-01-23T01:00:00+01:00;19-003989-1;;Autres
Restaurant;Restaurant;MANDARIN SUSHI;201 AVENUE DE VERSAILLES;75016;Paris 16e  Arrondissement;Satisfaisant;48.838649, 2.260316;79254473600012;2018-11-29T01:00:00+01:00;18-088098-1;;Autres
Restaurant;Restaurant;FAMIGLIA  LA SARL;PLACE DE LA MAIRIE;83440;Tanneron;Satisfaisant;43.590277, 6.875561;47986805100018;2018-08-31T02:00:00+02:00;18-058885-1;;Autres
Restaurant;Restaurant;SEMA;CENTRE COMMERCIAL LA ROCADE;20600;Furiani;Très satisfaisant;42.658405, 9.437322;84032702700024;2019-03-22T01:00:00+01:00;19-029141-1;;Autres
Restaurant;Restaurant;RESTAURANT L'APPROCHE;1 ALLEE DU GOLF;13480;Cabriès;Très satisfaisant;43.450222, 5.352019;84891081600018;2019-03-09T01:00:00+01:00;19-024578-1;;Autres
Restaurant;Restaurant;IBIS PARIS BASTILLE;15 RUE BREGUET;75011;Paris 11e  Arrondissement;Satisfaisant;48.857332, 2.37292;30239426700223;2019-06-06T02:00:00+02:00;19-050702-1;;Autres
Restaurant;Restaurant;ROYAL WOK;1784 AV MONGE;30100;Alès;Satisfaisant;44.144972, 4.10202;80317617100012;2019-03-21T01:00:00+01:00;18-076014-1;;Autres
Restaurant;Restaurant;SAS FRAICH' EVENT RESTAURATION;;35172;Bruz;Très satisfaisant;;83329816900016;2018-09-14T02:00:00+02:00;18-071078-1;;Autres
Restaurant;Restaurant;L'@CADIANE;18 AVENUE D EDIMBOURG;14000;Caen;Satisfaisant;49.190658, -0.36151;82065733600013;2019-05-17T02:00:00+02:00;19-047188-1;;Autres
Restaurant;Restaurant;LE FULTON;70 AVENUE DE LA MER;85160;Saint-Jean-de-Monts;Satisfaisant;46.787097, -2.071579;82844403400015;2019-06-26T02:00:00+02:00;19-058037-1;;Autres
Restaurant;Restaurant;SARL DANIEL RESTAURATION;297, RUE DE CHARENTON;75012;Paris 12e  Arrondissement;Très satisfaisant;48.834178, 2.394295;44883344200016;2019-06-04T02:00:00+02:00;19-049825-1;;Autres
Restaurant;Restaurant;AUBERGE DE LA RESTONICA ( SARL );vallée de la Restonica;20250;Corte;Satisfaisant;42.302446, 9.155351;31519059500019;2019-06-27T02:00:00+02:00;19-058912-1;;Autres
Restaurant;Restaurant;L'ÉSPERANCE STÉPHANE CARBONE;512 RUE ABBE ALIX;14200;Hérouville-Saint-Clair;Satisfaisant;49.200664, -0.319441;82852097300011;2019-01-30T01:00:00+01:00;19-020974-1;;Autres
Restaurant;Restaurant;CAFE DE L'OURS;1ER ETAGE;000NR;Non Renseigné;Très satisfaisant;;48246343700038;2019-03-07T01:00:00+01:00;19-024355-1;;Autres
Restaurant;Restaurant;LA TOSCANE;60 BOULEVARD FERNAND MOUREAUX;14360;Trouville-sur-Mer;A améliorer;49.363274, 0.084642;83969236500019;2018-09-21T02:00:00+02:00;18-072378-1;;Autres
