filtre;APP_Libelle_activite_etablissement;APP_Libelle_etablissement;ods_adresse;Code_postal;Libelle_commune;Synthese_eval_sanit;geores;SIRET;Date_inspection;Numero_inspection;Agrement;ods_type_activite
Restaurant;Restaurant;LA FABRI K SANDWICK;116 AV SIMON BOLIVAR;75019;Paris 19e  Arrondissement;Très satisfaisant;48.880013, 2.374455;84766926400016;2019-06-21T02:00:00+02:00;19-057196-1;;Autres
Restaurant;Restaurant;PIZZERIA RESTAURANT LE PINOCCHIO;PIZZERIA RESTAURANT LE PINOCCHIO;19160;Neuvic;A améliorer;45.38262, 2.272214;80300920800015;2019-06-13T02:00:00+02:00;19-013671-1;;Autres
Restaurant;Restaurant;HR DE L'AIN;18 PL DE LA FONTAINE;39130;Pont-de-Poitte;Satisfaisant;46.585562, 5.69829;82035434800014;2019-02-07T01:00:00+01:00;19-010001-1;;Autres
Restaurant;Restaurant;SANS ENSEIGNE USUELLE;RUE DE L AEROPORT;35136;Saint-Jacques-de-la-Lande;Satisfaisant;48.068058, -1.727828;38993976000093;2018-11-13T01:00:00+01:00;18-085697-1;;Autres
Restaurant;Restaurant;CHEZ PEPETTE;5 AVENUE ARISTIDE BRIAND;34170;Castelnau-le-Lez;Satisfaisant;43.63278, 3.895925;53243698700020;2018-11-07T01:00:00+01:00;18-020705-1;;Autres
Restaurant;Restaurant;LE METRO;12 RUE DES ARTS ET METIERS;97200;Fort-de-France;Très satisfaisant;14.605326, -61.043622;83922157900015;2019-06-03T02:00:00+02:00;19-050020-1;;Autres
Restaurant;Restaurant;LA FERME;LA GRISERIE;14130;Saint-Gatien-des-Bois;Très satisfaisant;49.337065, 0.202807;53168293800018;2019-05-28T02:00:00+02:00;19-052293-1;;Autres
Restaurant;Restaurant;L'ESTRADE DE CHARLINE;3 RUE ANTOINE LARDENOY;97100;Basse-Terre;Satisfaisant;15.993974, -61.725607;83798280000018;2019-05-23T02:00:00+02:00;19-049502-1;;Autres
Restaurant;Restaurant;DUCASSE SUR SEINE;PORT DEBILLY;75016;Paris;Très satisfaisant;48.862035, 2.293452;79835818000031;2018-09-20T02:00:00+02:00;18-071435-1;;Autres
Restaurant;Restaurant;SAS O'GASCON;13 RUE DU CHATEAU;64000;Pau;A améliorer;43.29515, -0.374029;81939720900019;2019-07-02T02:00:00+02:00;19-019702-1;;Autres
Restaurant;Restaurant;AUX BONS SENS;344 BD BARTHELEMY ABBADIE;13730;Saint-Victoret;A améliorer;43.417937, 5.239871;84265947600027;2019-01-24T01:00:00+01:00;19-013016-1;;Autres
Restaurant;Restaurant;JOUVENCE;172 B RUE DU FAUBOURG SAINT ANTOINE;75012;Paris 12e  Arrondissement;Satisfaisant;48.850222, 2.382108;82106519000026;2018-10-24T02:00:00+02:00;18-080087-1;;Autres
Restaurant;Restaurant;SERVIGRIL;1239 AV DE L'EVECHE DE MAGUELONE;34250;Palavas-les-Flots;Satisfaisant;43.520865, 3.914338;84801888300019;2019-07-24T02:00:00+02:00;19-018300-1;;Autres
Restaurant;Restaurant;LE PATIO;LE PATIO;34500;Béziers;Satisfaisant;43.339313, 3.240684;43176533800014;2019-04-05T02:00:00+02:00;19-018234-1;;Autres
Restaurant;Restaurant;LE VOISIN;8 RUE GABRIEL VOISIN;51100;Reims;Satisfaisant;49.234341, 4.068917;81527748800012;2019-07-18T02:00:00+02:00;19-065750-1;;Autres
Restaurant;Restaurant;TENDON Nicole Didier;62, boulevard de Jarry;97122;Baie-Mahault;Très satisfaisant;16.240877, -61.55525;75400571800012;2018-12-20T01:00:00+01:00;18-093143-1;;Autres
Restaurant;Restaurant;FRESH'HEURE;4 RUE GABRIEL LAME;75012;Paris 12e  Arrondissement;Très satisfaisant;48.833665, 2.388003;82156811000026;2019-05-16T02:00:00+02:00;19-045247-1;;Autres
Restaurant;Restaurant;MODULO PAUL ILLY CAFE;RUE DE TILLE;60000;Beauvais;Satisfaisant;49.450461, 2.086138;75034817900086;2018-09-13T02:00:00+02:00;18-070613-1;;Autres
Restaurant;Restaurant;DELIRIO;39 RUE AMELOT;75011;Paris 11e  Arrondissement;Satisfaisant;48.857027, 2.368821;82130943200010;2019-03-06T01:00:00+01:00;19-023343-1;;Autres
Restaurant;Restaurant;O RYTHME DES SAISONS;19 PLACE DE L EGLISE;25320;Byans-sur-Doubs;Très satisfaisant;47.115724, 5.857143;81895795300016;2018-09-14T02:00:00+02:00;18-070206-1;;Autres
Restaurant;Restaurant;LA MAISON A VAPEUR;22 RUE DUSEVEL;80000;Amiens;Satisfaisant;49.894424, 2.299961;83295136200017;2019-07-23T02:00:00+02:00;19-067419-1;;Autres
Restaurant;Restaurant;TAILLES DE BON;PL COLONEL BERRURIER;13150;Tarascon;Satisfaisant;43.801961, 4.656891;81485219000010;2019-07-10T02:00:00+02:00;19-063198-1;;Autres
Restaurant;Restaurant;HU XUEPING;14 AV JEAN JAURES;94250;Gentilly;Satisfaisant;48.814125, 2.349814;44539881100015;2018-11-12T01:00:00+01:00;18-083962-1;;Autres
Restaurant;Restaurant;VEGAN FOLIE'S;53 RUE MOUFFETARD;75005;Paris 5e  Arrondissement;Satisfaisant;48.843364, 2.349572;53787425700026;2019-02-14T01:00:00+01:00;19-013082-1;;Autres
Restaurant;Restaurant;LE LAUMIERE;4 RUE PETIT;75019;Paris 19e  Arrondissement;Satisfaisant;48.884584, 2.379351;48850578500011;2019-04-03T02:00:00+02:00;19-032929-1;;Autres
Restaurant;Restaurant;LA TABLE DE PABLO;LES PETITS CLEMENTS;84400;Villars;Très satisfaisant;43.923009, 5.408012;47954987500017;2019-07-24T02:00:00+02:00;19-075206-1;;Autres
Restaurant;Restaurant;MAGASIN CARREFOUR LILLE MADELEINE;RUE DU PRE CATELAN;59110;La Madeleine;Satisfaisant;50.656997, 3.061006;81978047900039;2019-07-04T02:00:00+02:00;19-061551-1;;Autres
Restaurant;Restaurant;BAZAS CAFE;BAZAS CAFE;33430;Bazas;Satisfaisant;44.430758, -0.212958;48803061000015;2018-10-10T02:00:00+02:00;18-013123-1;;Autres
Restaurant;Restaurant;SARL CHAPELLE-RESTAURANT ERABLE-TRAITE;Chemin de la Chapelle;89470;Monéteau;A améliorer;47.836577, 3.575449;51349633100010;2019-02-07T01:00:00+01:00;19-000561-1;;Autres
Restaurant;Restaurant;CERCLE 357;116 RUE DE SAUSSURE;75017;Paris 17e  Arrondissement;Satisfaisant;48.888121, 2.310817;83005989500029;2019-02-18T01:00:00+01:00;19-020165-1;;Autres
Restaurant;Restaurant;LA CABANE;6 PRO DE LA MER;06500;Menton;Satisfaisant;43.782688, 7.512417;44858059700046;2019-07-02T02:00:00+02:00;19-060295-1;;Autres
Restaurant;Restaurant;LA BAGUE DE HALIMA;80 AVENUE EDOUARD VAILLANT;93500;Pantin;Satisfaisant;48.903324, 2.392518;82790495400019;2019-06-19T02:00:00+02:00;19-057308-1;;Autres
Restaurant;Restaurant;CREPERIE SAINT-MERRI;41 RUE SAINT MERRI;75004;Paris 4e  Arrondissement;Très satisfaisant;48.859933, 2.351214;81243773900012;2018-11-29T01:00:00+01:00;18-090544-1;;Autres
Restaurant;Restaurant;DAME NATION;2 RUE GUENOT;75011;Paris 11e  Arrondissement;Satisfaisant;48.850857, 2.392464;79868520200029;2019-07-03T02:00:00+02:00;19-060422-1;;Autres
Restaurant;Restaurant;CHEZ LES ROUTIERS;54 RUE GODEFROY CAVAIGNAC;75011;Paris 11e  Arrondissement;Très satisfaisant;48.857182, 2.379964;83044411300013;2019-01-14T01:00:00+01:00;19-001807-1;;Autres
Restaurant;Restaurant;A 3 M;3 IMPASSE DE L'ECORCE;79000;Bessines;Satisfaisant;46.298126, -0.528202;81197607500010;2018-09-11T02:00:00+02:00;18-068197-1;;Autres
Restaurant;Restaurant;BISTROT DE CAMPAGNE;BISTROT DE CAMPAGNE;22980;Vildé-Guingalan;Très satisfaisant;48.437342, -2.152165;42457724500022;2018-11-14T01:00:00+01:00;18-084668-1;;Autres
Restaurant;Restaurant;BODRUM;1 RUE DU RETRAIT;75020;Paris 20e  Arrondissement;Satisfaisant;48.86765, 2.396111;82424106100012;2019-06-25T02:00:00+02:00;19-058627-1;;Autres
Restaurant;Restaurant;LE PUB CIUCCIARELLA;QUAI LANDRY;20260;Calvi;Très satisfaisant;42.565838, 8.756981;40087618100027;2019-06-19T02:00:00+02:00;19-057511-1;;Autres
Restaurant;Restaurant;MAJESTIC FOOD;10 RUE HENRI CHEVREAU;75020;Paris 20e  Arrondissement;Satisfaisant;48.870192, 2.389668;84323930200014;2019-06-19T02:00:00+02:00;19-059718-1;;Autres
Restaurant;Restaurant;NIGHT SHOP ETOILE D'OR;163 RUE LEON GAMBETTA;59000;Lille;Satisfaisant;50.618275, 3.040665;82808446700012;2018-09-01T02:00:00+02:00;18-072940-1;;Autres
Restaurant;Restaurant;LE PLAISANCIER;8 AVENUE MONTAIGNE;31830;Plaisance-du-Touch;Satisfaisant;43.563327, 1.303617;49946785000016;2019-04-09T02:00:00+02:00;19-034643-1;;Autres
Restaurant;Restaurant;LE TASSILI;LE TASSILI;02200;Soissons;Satisfaisant;49.38088, 3.322158;75115853600019;2018-09-25T02:00:00+02:00;18-073784-1;;Autres
Restaurant;Restaurant;LE BISTRO DU MORU;LA LISCIA;20111;Calcatoggio;Satisfaisant;42.016121, 8.694389;81871855300014;2019-07-16T02:00:00+02:00;19-069073-1;;Autres
Restaurant;Restaurant;YAYAMI;51 RUE RICHARD LENOIR;75011;Paris 11e  Arrondissement;Très satisfaisant;48.857038, 2.380759;51087543800010;2019-04-03T02:00:00+02:00;19-032799-1;;Autres
Restaurant;Restaurant;AMREST OPCO SAS;AV DE LA MAISON NEUVE;91220;Brétigny-sur-Orge;Très satisfaisant;48.58718, 2.303487;83120004300519;2018-12-19T01:00:00+01:00;18-094673-1;;Autres
Restaurant;Restaurant;LE KEBAB DE ST VAL;21 RUE DE LA REPUBLIQUE;89150;Saint-Valérien;Satisfaisant;48.178924, 3.096592;52452267900017;2018-11-12T01:00:00+01:00;18-002385-1;;Autres
Restaurant;Restaurant;PPT GODOT DE MAUROY;36 RUE GODOT DE MAUROY;75009;Paris 9e  Arrondissement;Satisfaisant;48.872473, 2.32757;83051120000024;2018-09-20T02:00:00+02:00;18-071892-1;;Autres
Restaurant;Restaurant;PIZZA DES AS;82 RUE BOILEAU;75016;Paris 16e  Arrondissement;Satisfaisant;48.841015, 2.262341;81758179600023;2019-02-06T01:00:00+01:00;19-009016-1;;Autres
Restaurant;Restaurant;AUBERGE DES COMPAGNONS (L') SARL;6, rue Jean-Baptiste PERES;47000;Agen;Très satisfaisant;44.20589, 0.635864;51334410100011;2018-12-13T01:00:00+01:00;18-006533-1;;Autres
Restaurant;Restaurant;MADININA;62 RUE BOTZARIS;75019;Paris 19e  Arrondissement;Très satisfaisant;48.879353, 2.385447;84772132100010;2019-03-21T01:00:00+01:00;19-029481-1;;Autres
Restaurant;Restaurant;LA PIZZA D'ANITA;182 QUAI LOUIS BLERIOT;75016;Paris 16e  Arrondissement;A améliorer;48.838935, 2.266338;53373417400014;2019-06-12T02:00:00+02:00;19-052128-1;;Autres
Restaurant;Restaurant;LE PAPAPOULE;23 RUE DES TAILLANDIERS;75011;Paris 11e  Arrondissement;Satisfaisant;48.854918, 2.37485;51168771700021;2019-01-08T01:00:00+01:00;19-000709-1;;Autres
Restaurant;Restaurant;DEUX CIGALES;8 RUE BREA;75006;Paris 6e  Arrondissement;Très satisfaisant;48.843151, 2.329978;42903159400014;2019-01-16T01:00:00+01:00;19-002201-1;;Autres
Restaurant;Restaurant;L' ORDONNANCE;51 RUE HALLE;75014;Paris 14e  Arrondissement;Satisfaisant;48.83006, 2.331059;50089664200013;2019-07-02T02:00:00+02:00;19-060233-1;;Autres
Restaurant;Restaurant;LA BONNE BRAISE;13 RUE DE LA CALADE;34430;Saint-Jean-de-Védas;Satisfaisant;43.5779, 3.826034;50987663700026;2018-10-17T02:00:00+02:00;18-020595-1;;Autres
Restaurant;Restaurant;SEHR;HOTEL VATEL;30900;Nîmes;Satisfaisant;43.820624, 4.319105;34495799800034;2019-05-07T02:00:00+02:00;19-042257-1;;Autres
Restaurant;Restaurant;ISUMO;51, RUE DES ACACIAS;75017;Paris 17e  Arrondissement;Satisfaisant;48.878086, 2.293732;42347295000017;2018-09-04T02:00:00+02:00;18-070339-1;;Autres
Restaurant;Restaurant;LA TABLE DE JEANNE EURL;4 RUE DU CENTRE;03510;Chassenard;Satisfaisant;46.439127, 3.979485;79386807600019;2019-02-13T01:00:00+01:00;18-068781-1;;Autres
Restaurant;Restaurant;NEW SUSHIRAMA;Ste Geneviève;75005;Paris 5e  Arrondissement;Très satisfaisant;48.848024, 2.348461;48010409000018;2018-11-05T01:00:00+01:00;18-083023-1;;Autres
Restaurant;Restaurant;HOTEL VICTOR HUGO;19 RUE COPERNIC;75016;Paris 16e  Arrondissement;Très satisfaisant;48.86913, 2.289219;04725056800020;2019-05-06T02:00:00+02:00;19-041885-1;;Autres
Restaurant;Restaurant;CARDONA PHILIPPE;595 RUE DE LILLE;59223;Roncq;Satisfaisant;50.767016, 3.12107;51352788700022;2019-04-10T02:00:00+02:00;19-047798-1;;Autres
Restaurant;Restaurant;EL JUANCHITO;69 RUE DE LA FOLIE REGNAULT;75011;Paris 11e  Arrondissement;Satisfaisant;48.861988, 2.385272;50377952200013;2019-06-17T02:00:00+02:00;19-054116-1;;Autres
Restaurant;Restaurant;SUSHI BOUTIK;SUSHI BOUTIK;59160;Lille;Satisfaisant;50.631564, 3.05644;53458095600025;2019-04-02T02:00:00+02:00;19-032335-1;;Autres
Restaurant;Restaurant;PETI TARTARD;37 QUAI SEBASTIEN VAUBAN;66000;Perpignan;Satisfaisant;42.699586, 2.892386;83348071800018;2018-11-14T01:00:00+01:00;18-013828-1;;Autres
Restaurant;Restaurant;PIZZA HUT;26 BOULEVARD BONNE NOUVELLE;75010;Paris 10e  Arrondissement;Satisfaisant;48.870274, 2.350111;34081240300046;2019-02-05T01:00:00+01:00;19-008396-1;;Autres
Restaurant;Restaurant;REVANUI;1 R THOMAS EDISON;70190;Rioz;Satisfaisant;47.435039, 6.060876;80385376100010;2018-11-16T01:00:00+01:00;18-018426-1;;Autres
Restaurant;Restaurant;DANS L ARRIERE COUR;29 RUE DE L HOTEL DE VILLE;44680;Sainte-Pazanne;Satisfaisant;47.102573, -1.811407;81020904900016;2019-07-04T02:00:00+02:00;19-061866-1;;Autres
Restaurant;Restaurant;DOMAINE TARBOURIECH;DOMAINE DE MONTPENEDRE;34340;Marseillan;Très satisfaisant;43.383123, 3.556037;82176024600016;2019-02-13T01:00:00+01:00;19-012408-1;;Autres
Restaurant;Restaurant;BEST EVENTS;424 AV DE L EUROPE;83300;Draguignan;Satisfaisant;43.527142, 6.446787;81766694400027;2019-04-12T02:00:00+02:00;19-037578-1;;Autres
Restaurant;Restaurant;TOPRAK;8 AVENUE DU 6 JUIN 1944;95190;Goussainville;Très satisfaisant;49.025595, 2.465003;83830951600014;2018-11-08T01:00:00+01:00;18-083515-1;;Autres
Restaurant;Restaurant;GOOYIGOOYI;52 BD BEAUMARCHAIS;75011;Paris 11e  Arrondissement;Satisfaisant;48.857368, 2.368385;84080993300012;2019-05-29T02:00:00+02:00;19-049043-1;;Autres
Restaurant;Restaurant;CAMPANILE;11 RUE LOUIS ARMAND;94190;Villeneuve-Saint-Georges;Très satisfaisant;48.760987, 2.444542;79939145300021;2019-02-25T01:00:00+01:00;19-019105-1;;Autres
Restaurant;Restaurant;L'ENTRACTE;5 place Louis Pasteur;84000;Avignon;Très satisfaisant;43.949224, 4.814743;35093316400021;2019-01-11T01:00:00+01:00;19-001843-1;;Autres
Restaurant;Restaurant;DK COFFEE;ROUTE NATIONALE;27930;Guichainville;Très satisfaisant;48.97278, 1.159292;83392061400017;2018-10-30T01:00:00+01:00;18-081926-1;;Autres
Restaurant;Restaurant;HD DINER;47 BOULEVARD HENRI IV;75004;Paris 4e  Arrondissement;Très satisfaisant;48.852923, 2.367809;80282726100016;2019-04-04T02:00:00+02:00;19-036803-1;;Autres
Restaurant;Restaurant;MARCO POLO COM'EVENTS;8 RUE NOEL BALLAY;75020;Paris 20e  Arrondissement;Satisfaisant;48.847615, 2.412401;83497154100018;2019-06-07T02:00:00+02:00;19-052430-1;;Autres
Restaurant;Restaurant;BEST FOOD;26 RUE DE LA MAIRIE;59500;Douai;Satisfaisant;50.367902, 3.081409;80764013100015;2018-12-13T01:00:00+01:00;18-091483-1;;Autres
Restaurant;Restaurant;L ORIENT DES CHAMPS;227 RUE DE VAUGIRARD;75015;Paris 15e  Arrondissement;Très satisfaisant;48.841483, 2.308175;34821423000057;2019-04-01T02:00:00+02:00;19-032088-1;;Autres
Restaurant;Restaurant;LES STARS DU RAVIOLI;2 RUE POPINCOURT;75011;Paris 11e  Arrondissement;Satisfaisant;48.856919, 2.377843;84169763400019;2019-02-13T01:00:00+01:00;19-012388-1;;Autres
Restaurant;Restaurant;PARC AQUAVIVA;;11000;Carcassonne;Satisfaisant;43.214956, 2.350635;53173837500025;2018-09-05T02:00:00+02:00;18-070648-1;;Autres
Restaurant;Restaurant;SUNNY;105 RUE MOUFFETARD;75005;Paris 5e  Arrondissement;Satisfaisant;48.840867, 2.349734;82101348900017;2019-01-14T01:00:00+01:00;19-001997-1;;Autres
Restaurant;Restaurant;L'ESCALE;19 RUE DE CHAMPAGNE;52250;Longeau-Percey;Satisfaisant;47.767343, 5.309993;81933031700010;2019-03-27T01:00:00+01:00;19-030412-1;;Autres
Restaurant;Restaurant;PRAT EN BRAS;PRAT EN BRAS;56410;Erdeven;Satisfaisant;47.643809, -3.16202;31636538600010;2018-08-28T02:00:00+02:00;18-004567-1;;Autres
Restaurant;Restaurant;BUFFALO GRILL;rue Gay Lussac;59494;Petite-Forêt;Satisfaisant;50.377129, 3.47248;31890644300631;2018-11-19T01:00:00+01:00;18-086710-1;;Autres
Restaurant;Restaurant;LISITA (LE) (EURL);2 boulevard des arênes;30000;Nîmes;Satisfaisant;43.835576, 4.35946;57020037800018;2019-06-04T02:00:00+02:00;19-009732-1;;Autres
Restaurant;Restaurant;HOTEL LE PRINCE NOIR;6 RUE DE MENJOULAN;47310;Sérignac-sur-Garonne;Très satisfaisant;44.213252, 0.487913;83447389400014;2019-01-09T01:00:00+01:00;19-021887-1;;Autres
Restaurant;Restaurant;LE NAPOLI;35 RUE DU GENERAL LECLERC;59480;La Bassée;Satisfaisant;50.53178, 2.807088;33328129300014;2019-06-28T02:00:00+02:00;19-058988-1;;Autres
Restaurant;Restaurant;LE GLACIER;84 PROMENADE DE LA PLAGE;06800;Cagnes-sur-Mer;Satisfaisant;43.657485, 7.166224;53226236700024;2019-07-04T02:00:00+02:00;19-061773-1;;Autres
Restaurant;Restaurant;LCL;MONTAVELANGE;18340;Levet;Très satisfaisant;46.945417, 2.361185;53969816700019;2019-05-07T02:00:00+02:00;19-042271-1;;Autres
Restaurant;Restaurant;MC DONALD S;MC DONALD S;28100;Dreux;Très satisfaisant;;72200393608004;2019-06-05T02:00:00+02:00;19-050428-1;;Autres
Restaurant;Restaurant;ZEKAI;101 RUE LAURISTON;75016;Paris 16e  Arrondissement;Satisfaisant;48.867019, 2.287667;78994417000016;2018-09-21T02:00:00+02:00;18-071887-1;;Autres
Restaurant;Restaurant;BAYRON BURGER BAR;COLIN;97170;Petit-Bourg;A améliorer;16.205684, -61.605095;82151897400018;2018-09-24T02:00:00+02:00;18-073446-1;;Autres
Restaurant;Restaurant;L ETRIER;75 AV DU QUATORZE JUILLET;76300;Sotteville-lès-Rouen;Très satisfaisant;49.40743, 1.091662;75132114200018;2019-03-28T01:00:00+01:00;19-033294-1;;Autres
Restaurant;Restaurant;LA TOUR DE FLANDRE;84 AVENUE DE FLANDRE;75019;Paris 19e  Arrondissement;Satisfaisant;48.889759, 2.37594;39791280900035;2019-05-20T02:00:00+02:00;19-046472-1;;Autres
Restaurant;Restaurant;PANZA NELLA;8 RUE AUBER;75009;Paris 9e  Arrondissement;A améliorer;48.872479, 2.329601;84906406800026;2019-07-25T02:00:00+02:00;19-068326-1;;Autres
Restaurant;Restaurant;BAR AUX FRERES DE LA COTE;PLAGE DE LA GRANGE;17590;Ars-en-Ré;Satisfaisant;46.206506, -1.517738;50470582300012;2019-03-08T01:00:00+01:00;19-028948-1;;Autres
Restaurant;Restaurant;LES HUITRES DU VILLAGE;19 ALL DES JASMINS;33138;Lanton;Satisfaisant;44.72456, -1.066512;79485052900023;2019-06-20T02:00:00+02:00;19-059316-1;;Autres
Restaurant;Restaurant;FATTON RESTAURATION;10 RUE ALEXANDRE FATTON;80000;Amiens;Satisfaisant;49.891396, 2.306174;84032116000011;2019-04-30T02:00:00+02:00;19-040769-1;;Autres
Restaurant;Restaurant;MEMPHIS COFFEE;MEMPHIS COFFEE;76600;Le Havre;Satisfaisant;49.490776, 0.129381;78971980400021;2018-10-10T02:00:00+02:00;18-076890-1;;Autres
Restaurant;Restaurant;LA TABLE DU MARCHE;PLACE LOUIS DE LA BARDONNIE;24100;Bergerac;Très satisfaisant;44.858083, 0.480937;49031051300018;2019-07-18T02:00:00+02:00;19-066859-1;;Autres
Restaurant;Restaurant;"HÔTEL- PETITS-DEJEUNERS  "" GRAND HÔTEL DES ETATS UNIS """;16 RUE D' ANTIN;75002;Paris 2e  Arrondissement;Satisfaisant;48.869045, 2.333653;58202949200011;2018-11-22T01:00:00+01:00;18-086541-1;;Autres
Restaurant;Restaurant;L'ETAGE;16 RUE DES TROIS NOTRE DAME;16000;Angoulême;Très satisfaisant;45.650433, 0.155273;82362836700026;2019-02-20T01:00:00+01:00;19-013178-1;;Autres
Restaurant;Restaurant;STELLA MARE;plage d'Ile Rousse;20220;L'Île-Rousse;Très satisfaisant;42.63202, 8.946663;40134439500017;2019-08-02T02:00:00+02:00;19-071165-1;;Autres
Restaurant;Restaurant;ANTOINE-FELIX ORSONI;1 place de la Porte de Versailles;75015;Paris;Très satisfaisant;48.832315, 2.28904;41001893100015;2019-02-26T01:00:00+01:00;19-026976-1;;Autres
Restaurant;Restaurant;LE BORD DE MER;jarry;97122;Baie-Mahault;Très satisfaisant;16.23412, -61.555936;33159749200023;2018-11-27T01:00:00+01:00;18-088053-1;;Autres
Restaurant;Restaurant;LA TABLE DU RENARD BLEU;12 PL DE LA MAIRIE;33360;Latresne;Très satisfaisant;44.784324, -0.49691;84087043000021;2018-12-14T01:00:00+01:00;18-013151-1;;Autres
Restaurant;Restaurant;PLANETE PIZZA;PLANETE PIZZA;94320;Thiais;Satisfaisant;48.771611, 2.40059;80034542300019;2019-01-08T01:00:00+01:00;18-094270-1;;Autres
Restaurant;Restaurant;LE PETIT ACACIA;58 rue des Acacias;75017;Paris 17e  Arrondissement;Satisfaisant;48.87812, 2.293948;49854615900019;2018-10-19T02:00:00+02:00;18-079504-1;;Autres
Restaurant;Restaurant;MARION THOMAS;;05190;Rochebrune;Très satisfaisant;44.455295, 6.176853;49230292200025;2019-07-16T02:00:00+02:00;19-065691-1;;Autres
Restaurant;Restaurant;POMME DE PAIN;POMME DE PAIN;77144;Montévrain;Satisfaisant;;58215004100959;2018-09-06T02:00:00+02:00;18-067827-1;;Autres
Restaurant;Restaurant;COCORICO;107 allée François MITTERAND;76100;Rouen;Très satisfaisant;49.441445, 1.070163;83096968900017;2019-04-02T02:00:00+02:00;19-032349-1;;Autres
Restaurant;Restaurant;CHEZ HONG;174 RUE DE LA ROQUETTE;75011;Paris 11e  Arrondissement;Satisfaisant;48.859141, 2.386415;82924386400016;2018-11-05T01:00:00+01:00;18-082037-1;;Autres
Restaurant;Restaurant;LE SAINT ANDRE;2 RUE DANTON;75006;Paris 6e  Arrondissement;Satisfaisant;48.852901, 2.342516;84765284900013;2019-07-15T02:00:00+02:00;19-064464-1;;Autres
Restaurant;Restaurant;AUBERGE DU POIRIER;1 bis, rond point du Poirier;22400;Saint-Alban;Très satisfaisant;48.554509, -2.544164;39129622500017;2019-02-12T01:00:00+01:00;19-011666-1;;Autres
Restaurant;Restaurant;POINT CHAUD DES TAILLAS;PRA JALY;05260;Ancelle;Satisfaisant;44.617962, 6.209751;45280545000023;2018-08-30T02:00:00+02:00;18-068354-1;;Autres
Restaurant;Restaurant;CHEZ FELIX;PLACE CARNOT;11000;Carcassonne;Satisfaisant;43.212911, 2.351834;40044018600015;2019-05-15T02:00:00+02:00;19-046293-1;;Autres
Restaurant;Restaurant;SARL LOU PAIS D'AQUI;ZAC DES COMMANDEURS;34970;Lattes;Satisfaisant;43.584563, 3.935363;45162362300019;2018-11-15T01:00:00+01:00;18-020620-1;;Autres
Restaurant;Restaurant;YAMAKASI;RUE BERNARD PALISSY;63100;Clermont-Ferrand;Satisfaisant;45.788794, 3.136517;79083828800013;2019-03-25T01:00:00+01:00;18-096887-1;;Autres
Restaurant;Restaurant;AMREST OPCO - LILLE ENNETIERES;RUE DES FUSILLES;59320;Ennetières-en-Weppes;Satisfaisant;50.63839, 2.968768;83120004300444;2019-05-07T02:00:00+02:00;19-043208-1;;Autres
Restaurant;Restaurant;LA GUINGUETTE DU MOULIN;LA GUINGUETTE DU MOULIN;07700;Saint-Martin-d'Ardèche;Très satisfaisant;44.301252, 4.566693;43487249500024;2019-06-20T02:00:00+02:00;19-020671-1;;Autres
Restaurant;Restaurant;LE PARADIS DU FRUIT;CENTRE COMMERCIAL BELLE EPINE;94320;Thiais;Satisfaisant;48.756508, 2.371928;39179806300015;2019-02-27T01:00:00+01:00;18-096526-1;;Autres
Restaurant;Restaurant;SAVEURS D'ASIE;261 ROUTE DES SABLETTES;83140;Six-Fours-les-Plages;Satisfaisant;43.089119, 5.851579;83078400500027;2019-06-26T02:00:00+02:00;19-058029-1;;Autres
Restaurant;Restaurant;LE CHERCHE MIDI;22 RUE DU CHERCHE MIDI;75006;Paris 6e  Arrondissement;Satisfaisant;48.850671, 2.328023;31412051000024;2019-04-01T02:00:00+02:00;19-032052-1;;Autres
Restaurant;Restaurant;LA CITROUILLE;81 RUE CARDINAL LEMOINE;75005;Paris;Satisfaisant;48.844763, 2.34974;82356717700014;2019-02-21T01:00:00+01:00;19-022605-1;;Autres
